PATENTE,A_FABRICACION,MARCA,MODELO,COLOR,TIPO_VEHICULO
HVTZ20,2015,HYUNDAI,TUCSON,GRIS,29
HVTZ32,2000,MITSUBISHI,DELICA,NEGRO,29
HXWC43,2002,KIA MOTORS,SORENTO,NEGRO,29
HXWH18,2005,HYUNDAI,SANTA FE,BLANCO GRIS,29
HXXB21,2016,TOYOTA,HI LUX 4X4 2.8,ROJO METALICO,6
HYSC83,2002,KIA MOTORS,SORENTO 4X4,PLATEADO GRIS,29
HZDK47,2016,FORD,F150 XLT 4X4,RIS PLATA,6
JBBL31,2017,TOYOTA,HILUX 4X4 2.4,ROJO,6
JDGK11,2003,KIA,SORENTO,NEGRO,29
JDGL81,2007,HYUNDAI,PORTER II,AZUL,6
JFLD85,2006,TOYOTA,VITZ 1.5,AZUL,2
JFLF18,2006,HYUNDAI,STAREX,ROJO,29
JFXF81,2003,HYUNDAI,TERRACAN 2.5 AUT,PLATEADO,29
JFXL10,2017,HYUNDAI,SANTA FE DM,PLATEADO PLATA,29
JFYL26,2007,MAZDA,DEMIO 1.5 AUT.,GRIS,29
JG8615,2001,RANDON,SR CS PT 02 28,GRIS,28
JGB035,2019,HONDA,SHADOW,ROJO,21
JGG074,2019,BMW,R1250 GS II,BLANCO AZUL RAC,22
JHKL49,2014,CHEVROLET,CAMARO,NEGRO,2
JHKP11,2001,BMW,3,PLATEADO PLATA,2
JHKR38,2001,HYUNDAI,TERRACAN,NEGRO,29
JHKS39,2005,HONDA,EDIX,AZUL,29
JHKT16,2017,TOYOTA,HILUX NG2.4 4*4,ROJO METALICO,6
JHLB29,2004,HYUNDAI,PORTER II,BLANCO,6
JHLD28,2002,CHEVROLET,VENTURY LUXSURY,GRIS,29
JHLG20,2005,HONDA,FIT,NEGRO,2
JHRH12,2006,MAZDA,AXELA,BLANCO PERLA,2
JKYC36,2005,TOYOTA,ALPHARD,GRIS,29
JLSL33,2017,MAHINDRA,PIK-UP XL C/S 4X2 EV,ROJO,6
JLTP38,2011,DODGE,JOURNEY,PLATEADO PLATA,29
JLTT58,2012,VOLVO,FH,AZUL,36
JLTZ22,2005,HYUNDAI,SANTA FE 2.0 AUT,CAFE GRIS,29
JPJJ52,2017,FORD,F-150 LARIAT LUXURY,BLANCO METAL,6
JPXB56,2017,HYUNDAI,TUCSON,BLANCO,29
JPXG99,2005,KIA MOTORS,SPORTAGE,PLATADO PLATA,29
JPXJ97,2006,HYUNDAI,PORTER,AZUL,6
JSVL85,2011,TOYOTA,VITZ,ROSADO FUCSIA,2
JSVP89,2008,MAZDA,PREMACY,GRIS,29
JSVS40,2006,SUZUKI,SWIFT 1.3 AUT,NEGRO,29
JSVW50,2017,HONDA,CIVIC EX,BLANCO,2
JVHF58,2008,HONDA,FIT 1.3 AUT,BLANCO,29
JVHF83,2010,MAZDA,MPV,PLATEADO,29
JWBB98,2008,HONDA,FIT,AZUL,2
JWBD73,2018,CHEVROLET,DMAX 4WD HIGH MT,VERDE,6
JWBJ53,2003,KIA MOTORS,SORENTO,BLANCO,29
JWFX84,2018,SSANGYONG,ACTYON SPORT 4X4,ROJO GUNDA,6
JXTT62,2015,HYUNDAI,ACCENT,BLANCO,29
JXTX67,2018,HYUNDAI,CRETA GLS,BLANCO,29
JYSH44,1996,HONDA,CRX DEL SOL 1.6,NEGRO,2
JYSW52,2018,HYUNDAI,TUCSON,ROJO RUBI,29
JYSY13,2012,MAZDA,AXELA,PLATEADO,2
JYTB10,2007,KIA MOTORS,SPORTAGE,GRIS OSCURO,29
JYTB95,2008,MAZDA,DEMIO,ROJO,2
JYTB98,2008,SUZUKI,SWIFT,NEGRO,2
JYTF75,2010,SUZUKI,SWIFT,NEGRO,2
JYTH45,2008,CHEVROLET,CAPTIVA 4X4 2.0 AUT,PLATEADO,29
JYTJ44,2005,KIA MOTORS,SPORTAGE,GRIS PLOMO,29
JYTJ85,2006,KIA MOTORS,SORENTO,NEGRO,29
JYZV41,2018,MAZDA,NEW BT 50 DCAB SDX,BLANCO,6
KBCJ86,2018,KIA MOTORS,SPORTAGE LX,BLANCO INVIERNO,29
KBLH16,2008,SUZUKI,SWIFT,ROJO,2
KBLH31,2005,SUZUKI,SWIFT,PLATEADO,2
KBZY86,2012,MAZDA,AXELA 2.0 AUT,GRIS,2
KBZY98,2018,HYUNDAI,TUCSON,GRIS,29
KCBC11,2015,CHEVROLET,TRAVERSE,BLANCO,29
KCKG27,2018,HYUNDAI,GRAND I10,BLANCO,2
KCSR77,2006,MITSUBISHI,OUTLANDER,GRIS,29
KCST17,2007,HONDA,FIT,AZUL,29
KGJS42,2009,HYUNDAI,TUCSON,PLATEADO,29
KGJS95,2007,SUZUKI,SWIFT,NEGRO,29
KGJX35,2009,HONDA,FIT,PLATEADO,29
KGJX61,2010,KIA MOTORS,BONGO,AZUL,6
KGWR99,2002,HYUNDAI,STAREX 2.5,GRIS,29
KGWW36,2002,SSANGYONG,KORANDO 4X4 2.3 AUT,NEGRO,29
KHXT39,2018,NISSAN,VERSA SENSE 1.6,GRIS AMATISTA,2
KJTY10,2007,SUBARU,LEGACY,BLANCO PERLA,2
KJTY49,2008,MAZDA,3,AZUL,2
KJVC76,2010,HONDA,FIT,ROJO,29
KJVH27,2012,KIA,RIO,ROJO,29
KJVL49,2006,TOYOTA,PROBOX,BLANCO,29
KJWB43,2009,SUZUKI,SWIFT 1.2 AUT,PLATEADO,2
KPCW47,2018,JEEP,COMPASS AL NEW SPORT,NEGRO METALICO,29
KPHS22,2008,SUZUKI,SWIFT,NEGRO,29
KPHS30,2004,HYUNDAI,PORTER,BLANCO,6
KPHS77,2004,TOYOTA,ALPHARD,BLANCO PERLA,29
KPJF97,2008,BMW,320 I 2.0 AUT,NEGRO,2
KRDY37,2018,MAZDA,CX5 4X4 OTTO,BLANCO PERLA,29
KRGC61,2018,CHANGAN,MD201 1.2,BLANCO,6
KRRZ26,2005,KIA MOTORS,SPORTAGE,NEGRO,29
KRSB95,2010,KIA MOTORS,SORENTO,ROJO,29
KRSG69,2015,HYUNDAI,AVANTE,GRIS,2
KRSH36,2018,SUZUKI,BALENO,BLANCO PERLA,2
KSRZ99,2019,PEUGEOT,208 HDI,GRIS HURRICANE,2
KSST82,2019,HYUNDAI,GRAND I-10,GRIS OSCURO,2
KSYK56,2009,MAZDA,DEMIO,NEGRO CHERRY,2
KSYP54,2003,HYUNDAI,PORTER,AZUL,6
KSYZ35,2004,HYUNDAI,STAREX,GRIS,29
KSYZ89,2010,MAZDA,VERISA,ROJO,29
KSZB42,2005,HYUNDAI,TUCSON,DORADO,29
KSZC50,2014,HYUNDAI,AVANTE,BLANCO,2
KWVV52,2009,MAZDA,ATENZA,ROJO,2
KWVZ37,2019,JAC,S2,ROJO,29
KXGS68,2015,HYUNDAI,ACCENT,BLANCO,2
KXGW11,2005,KIA MOTORS,BONGO III,BLANCO,6
KXGW16,2008,HONDA,FIT 1.5,BLANCO PERLA,29
KYDB53,2013,HYUNDAI,SANTA FE 4X4 2.0 AUT,NEGRO,29
KYDG23,2013,KIA,SORENTO,GRIS,29
KYDL23,2012,MAZDA,DEMIO,GRIS,2
KYDP49,2012,MAZDA,DEMIO,NEGRO,2
KYDP88,2010,HONDA,FIT,NEGRO,29
KZVR48,2019,BRILLIANCE,V3 SW 5P TM OTTO,ROJO,29
LBDY73,2019,SUZUKI,BALENO,GRIS GRANITO,2
LBFC81,2019,HAVAL,HAVAL H6 AT 2.0 AUT,ROJO,29
LBFH56,2010,NISSAN,NOTE 1.5 AUT,ROJO BURDEO,2
LDTK77,2011,HONDA,FIT 1.3 AUT,NEGRO,29
LDTL68,2013,HYUNDAI,SANTA FE 2.0 AUT,PLATEADO,29
LDTL93,2010,HONDA,FIT,ROJO,29
LDTR22,2008,HYUNDAI,VERACRUZ,NEGRO,29
LDTR76,2011,NISSAN,MARCH,PLATEADO,2
LFFT23,2019,DODGE,DURANGO LTD LX,NEGRO METALICO,29
LFKP75,2011,HONDA,FIT 1.5 AUT,AZUL,29
LFWX86,2014,HONDA,FIT,BLANCO,29
LFWY58,2010,MAZDA,DEMIO,CAFE,2
LFXC37,2006,KIA MOTORS,SPORTAGE,PLATEADO,29
LFXF26,2011,HONDA,FIT 1.3 AUT,NEGRO,29
LGXC99,2010,HONDA,FIT,NEGRO,29
LGXF26,2016,HYUNDAI,SANTA FE,BLANCO,29
LGXG84,2011,NISSAN,TIIDA LATIO,GRIS PLOMO,2
LHKP37,2008,CHEVROLET,CAPTIVA,BLANCO PERLA,29
LHKW26,2014,HONDA,FIT,NEGRO,29
LHKY63,2010,MAZDA,PREMACY,NEGRO,29
LHLD33,2009,HONDA,FIT,PLATEADO,29
LHLG32,2006,KIA MOTORS,SPORTAGE LX,PLTEWADO PLATA,29
LHWV93,2019,MERCEDES BENZ,X250D,GRIS,6
LHXG90,2019,MERCEDES BENZ,GLE 400 COUPE,NEGRO,29
LJWS50,2010,MAZDA,DEMIO,CAFE,2
LJWT21,2016,HYUNDAI,TUCSON,BLANCO,29
LKHG48,2019,FORD,EXPLORER XLT 3.5 AUT,NEGRO,29
LKYF83,2006,KIA MOTORS,SPORTAGE,NEGRO,29
LKYG40,2008,MAZDA,VERISA 1.5 AUT,GRIS,29
LKYV30,2008,SUZUKI,SWIFT,AZUL,2
LPVY97,2010,CHEVROLET,CAPTIVA,PLATEADO,29
LPWB86,2013,KIA MOTORS,SPORTAGE 2.0 AUT,BLANCO,29
LPWG29,2020,HYUNDAI,SANTA FE TM 2.2 CRDI E6 AT VALUE,ROJO,29
LRTR57,2012,SUZUKI,SX4,NARANJO NARANJA,29
LRTR77,2011,HONDA,FIT,PLATEADO,29
LRTV74,2016,KIA MOTORS,SPORTAGE,BLANCO,29
LSWH31,2015,HONDA,FIT,AZUL,2
LSWS40,2012,HONDA,FIT 1.5 AUT,GRIS,29
LSWV43,2013,HONDA,FIT,BLANCO,29
LSWW20,2011,HONDA,FREED 1.5 AUT,CAFE,29
LSWX66,2010,MAZDA,AXELA,AZUL,29
LSWY94,2016,HYUNDAI,SANTA FE,BLANCO,29
LVRX15,2012,SUZUKI,SX4,BLANCO,29
LVRX35,2014,MAZDA,CX5,GRIS,29
LVRY48,2015,HYUNDAI,SANTA FE,BLANCO,29
LVRZ98,2016,JEEP,COMPASS,GRIS,29
LVSB74,2012,MAZDA,DEMIO,AZUL,29
LVSD23,2011,HONDA,FIT,AZUL,29
LVSG91,2013,FORD,ESCAPE,CAFE,29
LVSL95,2009,HYUNDAI,SANTA FE MLX,PLATEADO,29
LVSP45,2015,HYUNDAI,TUCSON,GRIS,29
LVSR11,2000,JEEP,WRANGLER,NEGRO,29
LVSS87,2011,MAZDA,DEMIO 1.5,BLANCO PERLA,2
LVST12,2013,HONDA,FIT,AZUL,29
LVSX72,2012,SUZUKI,SX4,BLANCO PERLA,29
LVWB79,2010,HONDA,FIT,PLATEADO,29
LYDF99,2020,VOLKSWAGEN,AMAROK COMFORTLINE,PLATEADO PLATA,6
LYKC91,2014,NISSAN,NOTE,BLANCO PERLA,29
LYKC94,2012,MAZDA,DEMIO,VERDE,2
LYKG49,2012,MAZDA,DEMIO,BLANCO,29
LYKH78,2011,SUBARU,IMPREZA,GRIS,29
LYKJ88,2013,MAZDA,DEMIO,PLATEADO,2
LYKK63,2010,HYUNDAI,TUCSON,GRIS,29
LYKK72,2010,KIA MOTORS,PRIDE,GRIS,2
LYKR11,2012,VOLKSWAGEN,EOS 2.0 AUT,GRIS,2
LYKR53,2018,CHEVROLET,TRAX,BLANCO,29
LYKW42,2011,MAZDA,DEMIO,ROJO BURDEO,2
LYKX13,2012,HONDA,FIT,AZUL,29
LZJK15,2020,KIA MOTORS,CERATO MPI 1.6,PLATEADO PLATA,2
LZRR18,2021,SUZUKI,XL7 GL,ROJO BURDEO,29
PBRY43,2020,GREAT WALL,GREAT WALL 3,BLANCO TITANIO,29
PBSB53,2021,CHANGAN,CX70,GRIS,29
PBSB84,2010,CHEVROLET,CAPTIVA 2.0 AUT,BLANCO PERLA,29
PBSC42,2010,SSANGYONG,ACTYON SPORT 2.0 AUT,BLANCO,6
PBSC73,2011,HONDA,FIT,PLATEADO,29
PBSH16,2018,JEEP,COMPASS,NEGRO,29
PBSH58,2012,SUZUKI,SWIFT,ROJO,2
PBSP99,2013,SSANGYONG,KORANDO,GRIS,6
PBSS64,2008,KIA MOTORS,BONGO III,AZUL,6
PBST26,2009,HYUNDAI,SANTA FE MLX 2.0 AUT,PLATEADO,29
PBSV27,2014,HYUNDAI,AVANTE,PLATEADO,29
PBSX32,2014,HONDA,FIT,NEGRO,29
PBSX97,2011,HONDA,FIT,AZUL,29
PBSZ47,2012,HONDA,FIT,ROJO,2
PBTT90,2011,SUZUKI,SWIFT,ROJO,2
PCDR50,2021,TOYOTA,HILUX DX,ROJO METALICO,6
PFPR99,2009,CHEVROLET,CAPTIVA,GRIS,29
PFPZ38,2012,MAZDA,PREMACY,NEGRO,29
PFRB24,2015,HYUNDAI,SANTA FE,BLANCO,29
PFRC81,2005,KIA MOTORS,SPORTAGE,ROJO,29
PFRF39,2012,KIA MOTORS,SPORTAGE,GRIS GRAFITO,29
PFRF64,2012,HONDA,FIT,BLANCO,29
PFRF69,2016,KIA MOTORS,SPORTAGE 2.0 AUT,PLATEADO,29
PFRG27,2007,KIA MOTORS,NEW SORENTO,BLANCO,29
PGCP44,2012,SUZUKI,SWIFT,BLANCO PERLA,2
PGPW14,2020,PEUGEOT,2008 PURETECH 130 EAT8,GRIS ARTENSE,29
PHBF95,2005,KIA MOTORS,SPORTAGE 2.0 AUT,PLATEADO PLATA,29
PHBG50,2011,MAZDA,DEMIO,PLATEADO,2
PHBH11,2006,KIA MOTORS,BONGO III 2.9,AZUL,6
PJTZ20,2013,HYUNDAI,VELOSTER 2.0,GRIS GRAFITO,2
PJTZ50,2013,HONDA,FIT 1.3 AUT,CAFE,29
PLSD79,2015,HYUNDAI,SANTA FE 2.0 AUT,PLATEADO,29
PLSH18,2011,MAZDA,DEMIO 1.3 AUT,PLATEADO,2
PLSK22,2006,MERCEDES BENZ,VITO 111 CDI,GRIS,12
PLSS17,2011,HONDA,CROSS ROAD 4X4 2.0 AUT,BLANCO,29
PLSS19,2005,NISSAN,SERENA,PLATEADO,29
PPJS33,2005,HYUNDAI,PORTER II 2.5,BLANCO,6
PPJT47,2014,NISSAN,NOTE 1.3 AUT,PLATEADO,29
PPJX59,2011,KIA MOTORS,SPORTAGE,GRIS,29
PPJX91,2010,HYUNDAI,TUCSON,BLANCO,29
PPZX81,2011,KIA MOTORS,SPORTAGE,PLATEADO,29
PPZX97,2012,KIA MOTORS,SORENTO,PLATEADO,29
PPZY99,2016,CHEVROLET,EQUINOX 4X4,NEGRO,29
PSDY45,2015,CHEVROLET,EQUINOX,NEGRO,29
PSDY88,2010,HONDA,FIT,AZUL,29
PSDZ69,2014,KIA MOTORS,PRIDE HATCHBACK,BLANCO,29
PSHV65,2006,CHEVROLET,CAPTIVA,PLATEADO,29
PSRZ90,2015,HYUNDAI,SANTA FE 2.2 AUT,GRIS GRAFITO,29
PSSC76,2011,HONDA,FIT RS,NEGRO,2
PSYK20,2009,HONDA,FREED,ROJO BURDEO,29
PTCD39,2005,HYUNDAI,PORTER 2.5,BLANCO,6
PTCF77,2006,SSANGYONG,REXTON,BLANCO,29
PTFB75,2021,VOLKSWAGEN,T CROSS 4X2 1.6 AUT,BLANCO PURO,29
PVPJ85,2018,HYUNDAI,AVANTE,NEGRO,33
PXVT58,2015,HYUNDAI,SANTA FE,BLANCO,29
PXVW32,2010,HONDA,FREED 1.5 AUT,AZUL PURPURA,29
PXVX21,2008,MAZDA,PREMACY,BLANCO,29
PYGH72,2011,MAZDA,DEMIO,PLATEADO,2
PYGK51,2013,HONDA,FIT,AMARILLO,2
PYTS92,2011,HONDA,FIT,AZUL,29
PYTT82,2010,HYUNDAI,TUCSON 2.0 AUT,GRIS GRAFITO,29
PZDV31,2007,KIA MOTORS,NEW SORENTO 2.5 AUT,BLANCO,29
PZDZ48,2015,HYUNDAI,TUCSON,GRIS,29
PZGX20,2009,KIA MOTORS,CARNIVAL 2.9 AUT,BLANCO PERLA,29
PZGX40,2007,KIA MOTORS,SORENTO 2.5 AUT,BLANCO,29
PZGX87,2007,HYUNDAI,PORTER II,AZUL,6
PZGY78,2007,KIA MOTORS,SPORTAGE 2.0 AUT,PLATEADO,29
PZHB42,2013,HYUNDAI,SANTA FE,CAFE,29
PZWX79,2012,NISSAN,JUKE,GRIS,29
PZWX86,2010,MAZDA,VERISA,ROJO,29
PZWY96,2005,HYUNDAI,TUCSON,NEGRO,29
PZXB37,2011,HYUNDAI,TUCSON IX 2.0 AUT,GRIS,29
PZXC65,2017,HYUNDAI,TUCSON,BLANCO,29
RBCF68,2021,MAHINDRA,PICK UP 2.2,PLATEADO,6
RBKD56,2012,HONDA,FIT 1.3 AUT,NEGRO,29
RBKJ97,2013,SUZUKI,SWIFT,NEGRO,2
RBZP63,2005,BMW,E90,GRIS,2
RBZS18,2004,KIA MOTORS,BONGO 3,AZUL,6
RBZV59,2013,JEEP,GRAND CHEROKEE,GRIS,29
RCGT16,2014,DODGE,CHALLENGER 3.5 AUT,ROJO,2
RCGV28,2017,HYUNDAI,PORTER DCAB,AZUL,6
RCGW53,2006,KIA MOTORS,SPORTAGE 2.0 AUT,BLANCO,29
RCGX26,2019,CHEVROLET,TRAX 1.4 AUT,ROJO BURDEO,29
RCHB59,2010,HYUNDAI,TUCSON 2.0 AUT,GRIS,29
RCHB72,2021,CHANGAN,HUNTER 1.9 T MT 4X4 COMFORT,PLATEADO PLATA,6
RCXW23,2020,FORD,ECOSPORT 2.0 AUT,AZUL,29
RCXX73,2013,SSANGYONG,KORANDO 2.0 AUT,BLANCO,29
RCXY85,2008,MERCEDES BENZ,SPRINTER 311,BLANCO,6
RDFY53,2021,CHEVROLET,GROOVE,ROJO BURDEO MET,29
RDVD85,2011,SUZUKI,SPLASH,VERDE,29
RDVG95,2010,HYUNDAI,PORTER II,BLANCO,6
RFD078,2002,HONDA,STEED 400 CC,AZUL,21
RFDH38,2005,HYUNDAI,PORTER II 2.5,BLANCO,6
RFDK23,2011,HONDA,FIT 1.3 AUT,NEGRO,29
RFHL36,2013,NISSAN,NOTE,GRIS,2
RFKC24,2021,CATERPILLAR,426F2,AMARILLO,17
RGDS52,2016,MAZDA,CX 3 1.5 AUT,BLANCO PERLA,2
RGSV38,2015,CHEVROLET,CAMARO 1LT,NARANJO NARANJA,2
RGVP92,2020,FORD,ESCAPE,GRIS,29
RGVR63,2013,NISSAN,JUKE 1.5 AUT,NEGRO,29
RGVT49,2011,HYUNDAI,TUCSON,GRIS,29
RGVV48,2010,HONDA,FIT,AZUL,29
RHKV69,2013,FORD,FIESTA 1.6 AUT,GRIS,2
RHKZ66,2014,KIA MOTORS,SORENTO,BLANCO,29
RHLB83,2011,KIA MOTORS,FORTE KOUP 2.0,BLANCO,2
RHVP32,2012,MAZDA,AXELA,BLANCO,29
RJFR89,2014,HYUNDAI,ACCENT,BLANCO,2
RJSP56,2011,NISSAN,JUKE 1500,ROJO,30
RJSS44,2012,KIA MOTORS,SORENTO,NEGRO,30
RKJW48,2021,BAIC,X35 1.5 MT 4X2,BLANCO,29
RKSX75,2008,SSANGYONG,ACTYON,NEGRO,6
RKTB31,2007,HYUNDAI,TUCSON,PLATEADO,29
RLGV19,2013,NISSAN,JUKE,CAFE MARRÓN,29
RLPD10,2013,KIA MOTORS,SORENTO,PLATEADO,29
RPHF38,2011,BMW,X1 2.0 AUT,NEGRO,29
RRBY51,2008,CHEVROLET,CAPTIVA 2.0 AUT,NEGRO,29
RRBZ59,2011,HONDA,FIT,AZUL,29
RRCB20,2005,HYUNDAI,PORTER II,BLANCO,6
RRCD13,2015,HYUNDAI,SANTA FE,BLANCO,29
RRCD72,2009,HYUNDAI,SANTA FE 2.2 AUT,GRIS,29
RRCF94,2015,HYUNDAI,SANTA FE,GRIS,29
RRCG29,2011,HYUNDAI,GENESIS,GRIS PLOMO,2
RRS062,2021,HONDA,CB1 TUF 125 CC,NEGRO,21
RRWJ33,2022,NISSAN,NAVARA DCAB MT,GRIS METALICO,6
RSCD33,2015,JEEP,RENEGADE,BLANCO,29
RSCD81,2011,HONDA,FIT,AZUL,29
RSCF68,2012,HYUNDAI,VELOSTER,BLANCO,2
RSXG80,2007,SSANGYONG,KYRON,PLATEADO,29
RSXG97,2015,KIA MOTORS,SORENTO 2.0 AUT,GRIS,29
RTRS95,2020,HYUNDAI,PALISADE,BLANCO,29
RTRT31,2011,HONDA,CROSSROAD 1.8 AUT,GRAFITO,29
RTRV11,2014,KIA MOTORS,K5,BLANCO,29
RTRV51,2013,SUZUKI,SWIFT 1.2,AZUL,2
RTRW17,2011,MAZDA,DEMIO,GRIS,2
RVFT30,2013,SUZUKI,SWIFT,BLANCO PERLA,2
RVXR23,2008,HONDA,FIT 1.5 AUT,AZUL,2
RVXT89,2007,SSANGYONG,REXTON,ROJO PURPURA,29
RXBZ43,2012,SSANGYONG,KORANDO SPORT 4X4 2.0 AUT,GRIS,6
RXCC84,2011,NISSAN,JUKE 1.3 AUT,BLANCO,29
RXCD94,2017,KIA MOTORS,THE NEW MOHAVE 3.0 4X4 AUT,NEGRO,29
RXCD96,2012,MAZDA,CX5,GRIS GRAFITO,29
RXXJ50,2007,HYUNDAI,TUCSON 2.0 AUT,NEGRO,29
RXXK39,2013,MAZDA,DEMIO,CAFE,2
RXXL33,2015,BMW,M4,GRIS,2
RXXR46,2022,JAC,T8 CE COMFORT 2.0T DIESEL MT 4X4,ROJO,6
RZ1742,1991,HYUNDAI,PORTER 2.4 STD. D/M,AZUL,6
SCR086,2011,TRIUMPH,SPEED,BLANCO,21
SCRL45,2022,TOYOTA,RAIZE,BLANCO PERLADO,29
SCYX61,2010,MITSUBISHI,LANCER,BLANCO,2
SCYZ90,2018,KIA MOTORS,BONGO III,AZUL,6
SDLB33,2019,KIA MOTORS,BONGO III,BLANCO,6
SDLC59,2012,MAZDA,VERISA,ROJO,29
SDLD67,2007,HYUNDAI,PORTER II 2.5,BLANCO,6
SDLF30,2008,CHEVROLET,CAPTIVA,BLANCO PERLA,29
SDLG20,2023,GREAT WALL,POER TD4X4 DELUXE,BLANCO,6
SDTD78,2023,GREAT WALL,WINGLE 5 TD ELITE,ROJO,6
SDZJ52,2005,HUMMER,H2,NEGRO,29
SDZK74,2008,HYUNDAI,SANTA FE 2.0 AUT,PLATEAO PLATA,29
SDZP33,2012,KIA MOTORS,SORENTO 2.0 AUT,NEWGRO,29
SDZP69,2023,HYUNDAI,CRETA SU2I 1.5 CVT VALUE,PLATEADO PLATA,29
SGDZ66,2015,SSANGYONG,KORANDO,PLATEADO,29
SGDZ70,2020,FORD,EDGE,GRIS,29
SGFB81,2007,CHRYSLER,PT CRUISER 2.4 AUT,ROJO,2
SGFD44,2010,HYUNDAI,TUCSON,BLANCO,29
SHJX28,2012,HONDA,FIT HYBRID,VERDE,2
SJHF75,2012,SUZUKI,SWIFT,PLATEADO,2
SKDZ91,2018,SSANGYONG,REXTON SPORTS 2.2 AUT,NEGRO,29
SKFB21,2010,MITSUBISHI,DELICA,BLANCO,29
SKFF75,2015,SUBARU,FORESTER 4X4 2.5 AUT,AZUL,29
SKGZ41,2023,TOYOTA,NEW FORTUNER SRX TDI 4X4,GRIS OSCURO MET,29
SLBC40,2015,MAZDA,DEMIO,ROJO,2
SPDW49,2015,MERCEDES BENZ,GLA200 2.1 AUT,PLATEADO,29
SR6161,1998,PROTON,NATURA XLI 1.6,PLATA,2
SSTL24,2007,HYUNDAI,TUCSON 2.0 AUT,GRIS,29
SVSS66,2014,MERCEDES BENZ,VITO 113CDI,BLANCO,12
SWFT20,2014,HONDA,FIT 1.5 AUT,NEGRO,2
SWFX89,2013,HYUNDAI,PORTER HR STD CRDI CHA PS ELWB,BLANCO,6
SWFY33,2012,NISSAN,JUKE,BLANCO PERLA,29
SWFY49,2014,MERCEDES BENZ,A CLASS 1.8 AUT,ROJO,29
SWZV48,2012,HONDA,FIT,GRIS,2
SWZW16,2014,FORD,F150,NEGRO,6
SXHV69,2024,FORD,TERRITORY 1.5 AUT,BLANCO METALICO,29
SXJF25,2016,JEEP,CHEROKEE 4X4 3.2 AUT,NARANJO,29
SXJF38,2007,KIA MOTORS,SORENTO,PLATEADO,29
SXJG41,2007,HYUNDAI,PORTER II,AMARILLO,6
SYKK40,2013,NISSAN,NOTE,GRIS,2
SYKT15,2013,FORD,F150,NEGRO,6
SYKT91,2016,KIA MOTORS,SPORTAGE,BLANCO,29
SYPF63,2013,MAZDA,DEMIO 1.3 AUT,ROJO CONCHENIVO,2
SYPF84,2014,MAZDA,DEMIO 1.3 AUT,CAFE MARRON,2
SYPF87,2013,SUZUKI,SWIFT 1.2 AUT,PLATEADO,2
SZLJ76,2012,KIA MOTORS,BONGO III,BLANCO,6
SZLW86,2015,JEEP,GRAND CHEROKEE 4X4 3.0 AUT,GRIS,29
TBLZ77,2011,KIA MOTORS,SPORTAGE 2.0 AUT,AZUL,29
TBPB37,2024,HAVAL,HAVAL JOLION 1.5T AT 4X2 DELUXE,GRIS,29
TBPB67,2024,JAC,JS2 CVT LUXURY,PLATEADO PLATA,2
TBPB82,2024,SUZUKI,SWIFT 1.2 AMT GL SPORT,PLATEADO PLATA,2
TBPC12,2014,HYUNDAI,SANTA FE,BLANCO,29
TBPC81,2009,HYUNDAI,TUCSON 2.0 AUT,PLATEADO,29
TBPD90,2018,DODGE,DURANGO 3.6 AUT,ROJO,29
TBPG50,2016,SUZUKI,BALENO 1.5 AUT,AZUL,29
TDGH38,2017,KIA MOTORS,BONGO III,AZUL,6
TDGH93,2012,MAZDA,DEMIO,ROJO BURDEO,2
TDGK25,2021,KIA MOTORS,FRONTIER P/UP 2.5 6MT ABS,AZUL,6
TDGT58,2012,MAZDA,DEMIO,BLANCO,2
TDGW50,2010,MAZDA,DEMIO,ROJO,2
TDGW82,2015,NISSAN,NOTE 1.2 AUT,NEGRO,29
TDGY31,2016,NISSAN,NOTE,GRIS,29
TDHC29,2018,HYUNDAI,AVANTE,NEGRO,33
TDHC54,2018,KIA MOTORS,BONGO III,AZUL,6
TDHF49,2012,KIA MOTORS,BONGO III,AZUL,6
TDHG16,2020,HYUNDAI,AVANTE,NEGRO,33
TDHG90,2010,HYUNDAI,TUCSON,BLANCO,29
TGJX40,2014,SSANGYONG,KORANDO SPORT 4X4 2.0 AUT,NEGRO,6
TGKW76,2012,HONDA,CR Z,NEGRO,2
TGSV25,2014,MAZDA,BIANTE,AZUL,29
TGSX14,2019,HYUNDAI,SANTA FE TM 2.2 CRDI E6 AT 4WD LIMITED,ROJO,29
TGSX30,2014,HONDA,FIT 1.5 AUT,AZUL,2
TGSX38,2017,MAZDA,AXELA 1.6 AUT,ROJO,2
TGSX53,2007,KIA MOTORS,BONGO III,BLANCO,6
TGSX81,2015,HYUNDAI,TUCSON 2.0 AUT,BLANCO,29
TGSX84,2017,FORD,MUSTANG,BLANCO,2
TGSX88,2014,NISSAN,NOTE,NEGRO,29
TGSX89,2024,CHANGAN,NEW CS15 LUXURY,AZUL,2
TGSY89,2015,KIA MOTORS,NEW SORENTO,BLANCO,29
TGTB11,2020,VOLVO,FH,ROJO,5
TGTF28,2015,HONDA,INSIGHT,PLATEADO,2
TGTF62,2016,MAZDA,DEMIO,BLANCO,29
TGTF70,2013,KIA MOTORS,SPORTAGE,BLANCO,29
TGTF79,2012,HONDA,FREED 1.5 AUT,AZUL,29
TGTF80,2012,HONDA,FIT,PLATEADO,2
TGTF81,2016,MAZDA,DEMIO 1.5 AUT,ROJO,2
